"POPONE"	"POPTWO"	"POPTHREE"	"DISP"
689	901	588	0.1435502
11125	4603	163	0.0791672
9854	29089	49165	0.0016503
1011	282	69884	0.2602606
46897	160	2102	0.1109507
1845	649	2994	0.2695499
59582	19979	3791	0.1019895
825	1740	146	0.2712351
629	9321	1536	0.0973137
4923	4134	53537	0.021286
854	419	5365	0.0802803
409	1998	11853	0.0282796
225	5303	96275	0.0364377
14656	4334	4324	0.1126452
143	6308	177	0.1073166
93507	3943	1156	0.1780783
3404	11731	1936	0.0202355
69000	3497	337	0.2388358
71131	39646	1336	0.0901674
4434	69091	1146	0.1648669
13957	60099	590	0.284341
1861	3704	4459	0.2018475
273	13099	48552	0.1489922
5992	1530	48317	0.1543305
589	13532	47512	0.2710692
45055	17156	16720	0.1703937
37998	160	39207	0.2322616
232	116	29999	0.1137323
2304	1354	2437	0.1480923
65804	75532	12493	0.2988766
1991	14306	335	0.0128161
7762	1969	146	0.1148126
104	834	2033	0.2324246
29671	982	14843	0.1007474
209	4002	38280	0.1306017
756	3457	463	0.2155726
74221	24671	173	0.1257282
228	4529	96942	0.209917
12628	81104	111	0.0875909
648	131	12460	0.0083847
27997	50546	36362	0.1982769
1374	21179	75701	0.2076249
10500	193	11391	0.2691302
8406	507	8014	0.2901121
7109	3255	5829	0.2907386
86073	3190	32476	0.0778057
1142	17473	150	0.0337886
12766	328	75627	0.1244406
38117	19778	17760	0.1187628
41124	91310	178	0.2969408
347	5341	31020	0.0452004
5262	3038	38690	0.1323284
7096	640	500	0.0474267
1030	3793	160	0.1202713
132	183	54115	0.2950382
51502	82906	6674	0.2051819
55770	213	158	0.1472624
9650	263	205	0.0528539
45872	909	16137	0.2460601
309	856	374	0.285528
13176	81639	402	0.2155673
637	91220	26302	0.0529303
35464	8327	972	0.1141474
946	67712	45278	0.0011829
11644	3408	1754	0.2260602
982	4519	562	0.1995769
4861	613	74080	0.1857559
594	175	6063	0.2593267
518	649	9170	0.157035
8762	9857	24884	0.2734576
1831	4645	169	0.2723939
26854	4553	59999	0.0665785
18716	2631	38985	0.1633002
143	212	1181	0.2526534
15748	61912	156	0.2234269
1041	266	1359	0.2815221
454	20938	818	0.125204
252	994	171	0.1400321
18213	66681	46741	0.2359156
3141	264	837	0.2160266
3894	119	4616	0.1540198
16888	2272	2883	0.0899433
142	43799	454	0.0690568
3909	2502	31687	0.2862484
25506	253	113	0.0069856
144	22676	55281	0.0111966
67570	32581	93048	0.1617815
1259	52010	1165	0.1297814
43323	356	3775	0.0326918
6825	54319	206	0.0795249
82088	322	1576	0.0331798
685	755	4547	0.2148417
98684	143	24572	0.28793
21006	1611	1240	0.0292598
276	1295	91886	0.190067
33290	5308	384	0.2359804
53356	140	31100	0.1260294
364	4195	1602	0.0258237
257	78978	477	0.0281972
107	3431	10431	0.2537159
11797	7181	4514	0.219956
156	21963	516	0.0276922
667	2680	682	0.0573859
14885	4915	38950	0.2656045
125	1996	44914	0.055426
699	132	134	0.0457092
1216	342	1677	0.0122786
1031	5648	38009	0.0164274
194	3428	1165	0.1948461
35658	7826	58788	0.0071144
112	1557	4054	0.000792834
599	1209	134	0.2953096
6494	139	11408	0.2910435
332	184	90629	0.1907504
3700	131	1358	0.1245306
61594	6594	321	0.075346
2387	43821	9246	0.2164838
819	3221	33719	0.0145302
30742	32153	3140	0.0934459
39827	73053	316	0.2177445
9245	1274	9766	0.2768048
9170	576	45357	0.2534435
143	2659	96051	0.038733
954	1824	349	0.2905035
5066	12609	3242	0.2843421
3035	183	28397	0.2635112
1510	895	833	0.0754052
2013	15723	17817	0.2033877
91695	51076	1831	0.240221
690	17635	162	0.1472837
864	73328	450	0.1070252
106	18338	492	0.2852629
2128	350	103	0.1846136
3627	2010	84447	0.2932051
1389	19121	3200	0.2560165
83452	257	21097	0.1684334
307	130	54124	0.2909623
1719	1905	16330	0.1852094
592	924	67554	0.2636127
5069	1412	51112	0.1247189
64439	4356	17733	0.174389
18841	6927	51243	0.1278016
16610	1398	46646	0.0929663
1025	8517	18189	0.2084876
12375	48757	1740	0.038967
361	34835	139	0.0080794
544	2369	39566	0.2815699
10670	1218	166	0.2864851
115	228	77866	0.1991776
25078	247	26577	0.1402976
1058	111	4666	0.0845771
526	46879	5104	0.0691904
169	2851	109	0.1889233
13238	4193	1058	0.2944299
3784	7746	7120	0.0283331
27624	20686	7136	0.0817396
132	42020	18223	0.016518
1617	38800	238	0.1400671
28707	61027	224	0.1669194
263	3323	11376	0.0791559
62596	510	918	0.1744836
4412	806	1026	0.2243748
173	185	53844	0.2234127
15315	68495	1061	0.2623985
386	7647	312	0.2052282
17815	153	4324	0.2438479
4555	21408	843	0.0377
95025	131	8569	0.2334288
4470	3842	356	0.0207166
135	10419	61845	0.0496927
10866	238	46804	0.2156536
217	155	58181	0.0019523
1339	1047	553	0.0043188
3497	8668	7221	0.0462261
11424	23906	1558	0.1437529
597	9851	28342	0.2741842
1705	22594	36630	0.0028592
31449	684	72310	0.0567829
570	29826	2037	0.220761
4392	49879	380	0.1196261
187	3528	15288	0.1540313
21973	86988	76181	0.1908513
225	1578	439	0.0101974
33130	9029	434	0.1468279
41747	156	703	0.1130435
3529	116	27519	0.293074
559	15687	722	0.000341297
39451	8301	380	0.0149339
10608	98733	622	0.067418
29734	313	12709	0.2763502
54122	23343	15178	0.1367184
19402	61992	1343	0.0825762
5334	12990	2232	0.1639282
126	4578	412	0.0123395
33260	15484	557	0.1667722
292	24271	63737	0.0589368
2916	1884	833	0.1153043
46540	700	218	0.1794867
2941	5417	60486	0.2908489
92256	601	20648	0.0624158
47165	4666	18084	0.0928338
2837	1567	221	0.143627
3385	33040	56679	0.1320225
674	1814	26509	0.0938513
793	280	3850	0.2379364
67195	223	3242	0.1102898
27541	47844	24097	0.2173527
161	26334	60041	0.1085659
457	1686	8209	0.214597
3598	3512	1465	0.0526287
237	297	36941	0.0288467
1042	97906	192	0.0365722
19668	126	336	0.0791469
372	78409	700	0.1587964
1020	1072	10328	0.2306973
43567	6298	186	0.1003378
13913	19060	5658	0.054046
174	27076	451	0.0533827
1424	3045	7126	0.2035873
60003	4135	180	0.0852022
4689	2247	144	0.0900825
60445	953	653	0.2656845
12122	43069	247	0.1015702
2018	5412	74434	0.2841778
20874	1212	2726	0.1982171
163	4650	128	0.1441755
2695	14955	428	0.2670282
129	73539	592	0.1351876
8843	23981	8198	0.162346
312	3443	1353	0.2301669
91307	466	12730	0.1258512
16594	9705	266	0.2711924
112	47650	2534	0.0107892
3187	245	120	0.0319233
25414	602	9707	0.1157902
305	18984	3351	0.2781939
47170	53012	8144	0.0046475
32614	766	26090	0.2607698
1073	5722	378	0.0104747
145	52222	2303	0.1111486
58844	71181	482	0.1955105
24078	3120	67086	0.2164704
50839	15464	51594	0.0447809
10556	176	76769	0.0352807
43455	222	478	0.2115209
6652	509	2236	0.1941492
80976	3560	26590	0.2548389
1021	3847	310	0.0240378
1184	62775	2788	0.0037089
179	1898	78840	0.232086
121	3660	23240	0.0398199
11527	5117	1811	0.2089352
7066	10635	478	0.0615613
5114	59862	415	0.2529327
6011	768	323	0.2344535
1735	3533	18533	0.0385343
12676	1409	1206	0.1625339
1531	1500	12436	0.0548689
3148	4502	2723	0.1207404
9968	3736	2101	0.037903
59233	3462	10929	0.1664514
221	8797	938	0.0688071
495	197	9026	0.1629526
123	5255	168	0.2537649
116	516	9183	0.0854331
51333	48495	584	0.1470164
17955	13825	3775	0.0044295
26996	4726	3604	0.1090882
155	163	244	0.2609822
2850	352	144	0.2565342
1212	233	45954	0.0330787
2922	25643	60525	0.0027932
25077	19702	42694	0.1954339
13839	44468	6639	0.1681689
2232	6684	1885	0.0736024
308	266	337	0.1129454
16319	3861	9272	0.2762481
179	656	56978	0.0037538
2058	46611	1674	0.0756065
350	1314	44466	0.0572498
619	56491	5872	0.1695286
1531	1354	364	0.2061128
1001	6342	439	0.1692502
196	21977	64510	0.1046028
603	2371	39887	0.0040695
360	24366	1748	0.1827233
29584	1046	269	0.0164705
1177	565	138	0.2857543
10881	8546	1974	0.2736776
254	483	1836	0.0969017
22515	98869	408	0.1072516
734	139	8654	0.0453128
1150	2507	2633	0.0915531
72568	41740	509	0.2718008
915	420	3760	0.1194137
17137	47168	32074	0.0278738
784	255	116	0.2586708
39217	1387	5852	0.0327657
206	1590	4170	0.2641602
33577	4188	1319	0.275305
114	64184	3885	0.2876873
3302	293	224	0.1757933
1089	772	46729	0.0818485
1234	132	15911	0.2024824
47954	25705	28338	0.1224545
414	206	21521	0.1307714
2192	4103	21185	0.2983874
1264	173	23261	0.2203524
38595	486	3346	0.1415462
3821	24240	1194	0.1869904
532	454	136	0.1368932
335	2831	988	0.2006517
72577	101	206	0.2542169
331	758	243	0.0854808
166	798	2250	0.0103333
7667	926	479	0.2167167
145	10290	483	0.2722431
39487	561	1071	0.0674316
35418	27883	810	0.1075035
62371	2835	834	0.0486045
2467	2652	4281	0.0998432
2266	2510	3331	0.0419367
335	32517	538	0.1859856
61387	212	691	0.0052215
1282	488	288	0.2450126
4540	34843	1216	0.2374757
4119	7795	813	0.2521812
33483	9696	21487	0.2801529
238	6921	23551	0.0024797
1509	225	2124	0.0109304
802	98893	18301	0.0146337
12374	3075	38823	0.0174469
676	10402	146	0.0273172
8469	8603	1425	0.1590696
1114	61849	4230	0.1330591
166	1476	12361	0.0416341
4051	544	39570	0.264174
1717	22487	290	0.0933462
72181	2772	19306	0.138392
411	14143	1663	0.0024099
699	1316	785	0.1194235
5828	1455	512	0.2960343
170	4323	267	0.153702
13142	9448	44277	0.2971039
137	660	725	0.0708622
747	274	8985	0.0806458
1486	11095	23865	0.0733603
147	97895	760	0.1086683
36202	97845	800	0.1684015
11231	130	589	0.1636575
397	5993	6041	0.0526227
3008	105	9547	0.2051969
186	174	10142	0.2880679
9582	1698	13895	0.2758144
3635	803	195	0.0081576
12961	391	15494	0.1596021
1087	4463	57004	0.159244
314	41840	979	0.1084771
354	416	5040	0.0992963
2864	528	4608	0.1414158
305	2971	277	0.0087503
755	194	7879	0.0962721
8996	17925	8474	0.0457992
41650	1407	442	0.2514635
1692	1448	6664	0.0485334
3694	1804	244	0.1856362
57014	341	27424	0.1893972
224	7151	727	0.0597819
8928	1090	1423	0.1654667
940	1100	892	0.1521832
263	3934	58706	0.0011738
1132	54283	497	0.1692776
731	1476	3587	0.2563092
235	64442	356	0.2886773
33275	25405	8590	0.2223436
20668	715	102	0.043224
6797	215	488	0.2607884
124	814	6580	0.2535803
198	451	8521	0.2004425
767	379	2013	0.2869215
1025	107	91187	0.1128601
34602	101	385	0.1518549
16042	660	923	0.1365266
885	109	50534	0.0885324
1985	13006	1205	0.2049658
7072	130	244	0.0994844
143	3323	40101	0.2242785
186	351	20002	0.1003573
158	1299	1811	0.095004
80858	93822	535	0.0947013
10850	3759	3362	0.1044818
11512	5024	14024	0.2302166
313	256	25192	0.1642302
203	572	369	0.000753949
68161	7016	74221	0.1589067
125	410	616	0.1258252
6091	24560	68961	0.2902331
952	1005	5475	0.1995661
4147	470	44502	0.0207282
64275	42738	267	0.0150586
4876	571	23564	0.1681001
279	4871	163	0.1941418
21335	7376	1292	0.000539309
9855	53225	16164	0.0039783
90646	715	2491	0.1853896
7816	32813	7506	0.0345803
5258	4407	18622	0.1628136
204	7593	62210	0.0892119
32885	1006	300	0.0093653
4166	1158	11212	0.1744966
27094	9644	3205	0.2124752
12868	16687	131	0.127198
8943	1009	865	0.1179912
20864	3517	227	0.0795958
1738	2341	1597	0.0353046
116	14122	77934	0.0584127
27224	13401	3158	0.2868906
413	96865	83094	0.168537
7995	246	825	0.0713098
157	213	97517	0.0924866
253	795	265	0.2958361
6492	440	1000	0.1932873
3695	2241	3927	0.1750817
280	11574	6689	0.0747508
120	1299	1614	0.1396422
10611	61809	1918	0.1026636
398	108	569	0.2361055
54182	51613	62455	0.2307192
63366	71268	5739	0.1317168
5043	673	5737	0.1687459
11110	243	4579	0.2220181
912	134	252	0.0876196
61972	758	90772	0.0835583
393	188	1346	0.1096948
1254	373	1582	0.049527
8734	148	149	0.2880256
20172	1615	123	0.122699
1267	4975	221	0.2205243
2096	212	2744	0.1190174
15694	1015	78947	0.2503096
8672	152	1450	0.2238586
590	42014	13584	0.2921607
353	355	1687	0.0475739
53101	115	2199	0.2840478
11597	2150	604	0.277024
856	24882	952	0.0289104
8744	59523	47206	0.1356714
31973	3205	9202	0.1176997
105	445	18539	0.1465494
279	129	3450	0.2464273
13930	5720	278	0.1332864
580	889	1684	0.1032354
2434	4610	3282	0.083904
3175	2462	346	0.076117
144	325	93428	0.2306033
15008	10489	2419	0.1083871
2550	29495	107	0.1392246
19849	247	4112	0.1032021
88331	13119	1795	0.0093725
783	38673	56221	0.118055
41223	14499	2433	0.0198761
21358	87725	62119	0.193986
17471	62856	2722	0.2054819
652	1394	708	0.1111933
6475	2124	119	0.0670386
113	4354	1916	0.020594
11184	22636	28366	0.1303024
11531	394	928	0.1219678
1863	148	743	0.0121512
1607	173	171	0.0294667
455	5048	2058	0.1627361
217	94432	56178	0.2740175
117	7929	437	0.2591084
335	14250	163	0.139547
778	1637	21269	0.2208058
5456	35810	5083	0.1947655
13799	53939	551	0.2187176
640	749	2303	0.2071113
1811	1511	107	0.0463954
1298	13446	98476	0.0653164
2909	1732	9446	0.285381
7230	2593	32621	0.2322677
1077	1377	23996	0.2019058
27095	22836	8556	0.158736
278	136	3961	0.2874285
7272	417	55826	0.2416135
272	25247	412	0.067174
197	6290	7620	0.156834
152	1544	67284	0.2717836
132	22260	103	0.0552514
19356	404	388	0.0932034
10312	551	21099	0.184191
554	423	70491	0.0441679
6822	1565	5904	0.2895461
1139	611	106	0.2141343
1962	146	20292	0.0479744
7116	5925	2690	0.1500861
221	1552	18326	0.1603165
24537	934	106	0.1420026
6123	3565	441	0.0539991
2214	67486	442	0.115331
320	5199	18239	0.2702101
21697	1135	1941	0.1620254
10052	6674	1947	0.068367
1650	41555	805	0.0593328
9003	591	1573	0.0204096
19137	104	62493	0.0680653
488	113	430	0.1354756
2819	9347	713	0.2672565
1457	304	15499	0.1168588
358	6473	393	0.275195
17238	3097	254	0.2185729
4883	101	4209	0.110634
730	388	80452	0.2990605
2393	4733	199	0.0833287
356	5999	324	0.116782
316	29985	1059	0.2250313
38722	62869	189	0.20319
850	791	9314	0.0848073
81046	404	198	0.229128
4364	1320	240	0.2855525
31835	7183	696	0.0282372
2954	2378	4439	0.1913392
785	24653	778	0.1523164
760	49696	606	0.1388416
3821	62941	7712	0.2397486
2329	318	531	0.1007838
1221	1120	14048	0.1096655
160	8387	15346	0.1638899
764	1317	189	0.1976992
3941	2132	2934	0.1199545
1645	300	139	0.1532379
33986	2921	132	0.1900895
33146	17755	139	0.0543237
639	937	169	0.1532023
138	4021	263	0.2220115
17513	617	140	0.0276388
1561	73332	76256	0.2185281
563	3143	6188	0.246593
677	74326	179	0.2116998
17452	387	29292	0.0844682
218	32966	153	0.1949406
609	10825	403	0.1018079
558	394	319	0.0920033
22513	185	21385	0.2738553
21245	45664	12425	0.2828505
55695	362	757	0.2278408
245	27463	16937	0.1856378
153	1566	844	0.2124835
720	66787	5188	0.1323332
2744	75951	883	0.1455034
345	166	123	0.0922695
5644	1705	3862	0.155257
30234	653	77296	0.0385474
251	1869	82791	0.1215258
4576	230	171	0.2461526
394	530	117	0.2291861
114	191	674	0.1429743
3287	1253	1418	0.0774707
151	1901	87165	0.2360343
144	40490	22930	0.2175385
600	7362	4188	0.0725718
397	159	11298	0.1565666
58503	2708	312	0.000870574
2310	70466	201	0.2763312
110	6484	960	0.239125
1183	9538	15565	0.0305116
108	1049	5800	0.2675576
470	52009	14528	0.0094881
393	6333	9274	0.0587313
22964	167	9739	0.0294205
173	10404	280	0.2125553
105	14868	3824	0.2873963
1746	8302	395	0.0482901
8601	44089	103	0.068333
1872	66135	5733	0.001167
693	6748	37766	0.2472976
1563	2999	36417	0.2238183
66530	1352	1516	0.0169654
371	11564	6227	0.0590437
110	35303	195	0.2353699
56063	8769	826	0.0661106
7502	215	329	0.1121635
405	309	1061	0.012287
251	720	12985	0.0069077
2801	2422	214	0.2434521
13407	10832	38194	0.1888361
14809	4507	36793	0.1273467
587	47878	146	0.0150798
16323	1854	9675	0.0717981
2681	5243	228	0.1124916
107	1503	8071	0.0388501
10085	13996	386	0.168144
78086	138	1058	0.1771436
6007	409	15421	0.2597884
53726	44558	4736	0.1157251
8028	6282	578	0.2482704
288	70624	1643	0.00123
7141	92777	30299	0.2765977
3102	155	2569	0.0355913
180	9336	50144	0.2572662
8389	82571	39630	0.2611854
596	2330	24473	0.2730108
642	13699	31774	0.1416108
73418	246	4400	0.0263638
48456	5202	9520	0.164779
7761	4144	9576	0.0319914
1647	1281	14907	0.2166853
68593	661	161	7.8597e-06
6940	34571	4520	0.04885
8557	234	690	0.0196991
145	31602	1080	0.020601
1195	731	609	0.1171781
9420	200	1522	0.1089185
13611	7576	23092	0.1923647
1189	114	905	0.0287034
27229	10439	7778	0.0610578
9399	100	241	0.2659795
20635	601	30121	0.1513567
55219	4749	291	0.0800786
30446	126	904	0.2293053
107	13004	1622	0.2549246
2430	1550	1285	0.1230788
367	4495	127	0.2272563
1136	114	522	0.1650041
57230	22751	55046	0.0276683
2401	481	164	0.2681036
186	11706	75685	0.2584665
311	1489	652	0.2844678
31167	20131	151	0.0162474
918	6779	78066	0.0323065
175	1060	82997	0.2037932
25066	6249	1987	0.0061055
2552	2493	835	0.2898879
40548	60745	3010	0.0187694
41724	8059	23348	0.1223234
168	18966	2179	0.0242549
2559	12039	22568	0.2017478
457	8360	224	0.2696576
891	2207	22641	0.1481549
1188	270	1593	0.0081948
28055	939	164	0.2270535
882	3439	3208	0.2251149
786	1260	644	0.1945776
1481	933	93596	0.0548153
118	3760	48197	0.0917538
525	735	7221	0.1325046
8888	88931	48135	0.0337437
6884	87524	4801	0.0369247
1024	1852	259	0.1281501
1280	233	186	0.0859932
10120	600	21600	0.2743078
1590	30576	688	0.2624975
24832	25459	6296	0.0737608
3926	1821	2515	0.2078773
91663	8882	7182	0.2664156
268	1374	9546	0.0035852
12451	107	40861	0.1427496
58719	306	51308	0.0450446
15142	189	13135	0.2983211
18726	396	84030	0.2870073
97019	541	3028	0.21737
32590	349	2451	0.0974665
14881	241	4679	0.2679929
397	61013	1411	0.1554734
3963	11410	421	0.121822
163	173	50180	0.2524942
26241	1161	18048	0.2420264
5587	720	489	0.1987533
59687	2969	986	0.0749109
345	15647	7693	0.0540474
2707	358	635	0.1550566
187	29547	562	0.2655247
721	1130	533	0.2852185
7097	11665	15159	0.0999328
907	101	1512	0.1763985
100	15665	12261	0.1632186
8932	1306	7534	0.2048753
32546	4777	638	0.1942855
1581	37265	310	0.0360759
2446	430	220	0.1419665
127	17701	1739	0.2983235
713	3121	79245	0.1143697
33244	75477	7448	0.1490178
48076	161	54406	0.248973
22641	1704	1145	0.2912162
1207	130	20464	0.2438509
883	3011	4089	0.1867842
1635	485	1259	0.2814349
306	2004	77970	0.1513978
32585	7615	7880	0.2461255
5770	442	976	0.2600342
395	488	42841	0.1760609
4218	10296	5611	0.2520747
26307	45498	208	0.0292758
5771	86821	123	0.2339389
9580	1040	17666	0.006047
1307	1684	316	0.0081587
40699	11145	72088	0.05943
40406	11127	1455	0.1561185
496	44977	13158	0.0653443
52176	4709	5977	0.1874157
5068	121	369	0.0426252
153	4627	1031	0.2431439
18710	70702	40122	0.1166948
1094	8774	2737	0.2036106
98252	95249	43793	0.0971669
19734	119	554	0.0545922
897	172	53157	0.1335028
56661	2666	2118	0.2549964
5561	24987	286	0.2949621
154	3608	4408	0.0573487
11343	75684	897	0.1634782
56387	1221	656	0.015028
5010	7637	846	0.1382449
8312	224	353	0.2154893
2176	1477	93146	0.023572
3004	28586	612	0.1698592
623	53012	163	0.2404256
15561	224	1656	0.2842063
1901	573	110	0.0912775
1433	247	99473	0.1798244
7914	3598	2321	0.2517566
88738	7409	5791	0.0046632
4009	540	54395	0.0783273
23186	1967	22612	0.2212696
3981	156	3899	0.1838405
85231	265	142	0.2901619
96492	23538	103	0.2402168
252	4769	246	0.1291192
36848	17237	316	0.069456
123	31129	22092	0.1581982
1331	104	650	0.0353656
262	624	48920	0.1377379
594	469	787	0.175419
97980	2085	2547	0.0607247
9765	13470	10408	0.2253551
6009	18605	503	0.0021062
40582	51988	93326	0.2011571
748	3618	33358	0.022263
26327	829	875	0.1176412
270	6812	3129	0.2377246
241	771	242	0.1148929
79354	1325	387	0.2545362
42474	608	530	0.1079359
4158	610	11449	0.090174
397	78396	25789	0.2243316
230	718	76195	0.1396742
194	102	2341	0.1842212
2628	192	104	0.2444312
31715	1710	3380	0.0699497
447	82552	916	0.1706595
13081	119	39823	0.1630921
1566	4645	219	0.1023675
425	857	64118	0.159
259	1628	22845	0.093779
2431	14177	41680	0.2200077
296	469	3828	0.0921534
4651	445	3014	0.2988018
38963	246	363	0.2575564
18417	3007	27310	0.1773566
277	4679	10913	0.2352124
4198	16512	16683	0.2219627
64867	22201	726	0.1579733
36775	758	16606	0.0662688
211	371	1398	0.25411
646	1324	15652	0.2421442
1676	4682	9676	0.1276934
20425	388	23319	0.1193961
2510	102	119	0.2806194
38552	5492	95456	0.2809033
221	1029	59700	0.2126493
68923	227	621	0.0169212
14701	7772	388	0.0988302
14724	7033	25459	0.2248648
186	10605	18861	0.1816871
42831	303	17370	0.000299196
10009	70578	6364	0.0439063
1100	7294	74004	0.0156866
2530	17988	8938	0.2822174
8992	222	103	0.1975749
2511	91242	10031	0.0493294
906	7677	8997	0.1396686
1028	168	1005	0.2146991
2675	15027	1823	0.0523286
10155	145	2676	0.0512753
8992	36840	111	0.1538752
501	30667	7827	0.0049899
1910	53223	737	0.2754644
89347	180	118	0.121831
572	111	535	0.1785035
1902	4199	12297	0.2448937
9148	20245	605	0.1785516
4075	12737	799	0.1689031
2599	359	752	0.1974148
93319	147	2821	0.1134431
135	2686	300	0.2397911
1636	167	30978	0.1978422
164	9009	55097	0.0221189
3563	21009	40728	0.0264843
1417	31021	459	0.1726531
32862	5303	3975	0.0146827
39418	27440	18899	0.0553173
11057	71044	5336	0.1779178
68126	5941	11063	0.1058084
117	58535	69029	0.1696511
1428	1952	1328	0.2883612
38760	15076	122	0.1268007
911	2743	49853	0.2416799
1334	3971	25537	0.1351224
3943	5061	225	0.0155806
141	52922	13784	0.1519019
630	2822	12521	0.1668275
54202	270	149	0.2883485
3403	16735	10686	0.0099907
397	100	549	0.1244482
695	373	158	0.1887867
50054	10083	43630	0.1314298
942	391	9128	0.1403018
107	25553	3320	0.1271354
57350	7941	715	0.2488487
3794	122	337	0.2715222
394	13351	16505	0.2237532
7933	253	5145	0.0281597
537	57642	1568	0.1749071
49005	53943	99486	0.2528487
4921	157	650	0.0245535
7118	121	22653	0.1816735
4244	80041	762	0.1361608
1261	216	34123	0.0560902
69497	274	492	0.0950372
20576	80881	2072	0.1445584
7964	5789	388	0.2787859
358	2723	8245	0.0941801
187	894	4038	0.0217564
9728	155	152	0.0034958
19211	6014	3507	0.094911
1230	6361	9227	0.2284624
723	27088	1443	0.2902387
15028	3653	409	0.0750301
84275	72784	4358	0.1634854
1253	14549	4310	0.1592824
416	12678	65546	0.015193
17615	536	3943	0.0557342
37917	1818	61776	0.2410979
538	56732	681	0.1150861
6869	533	1407	0.1920172
217	56672	20287	0.167927
214	31853	251	0.1836096
883	28360	2748	0.1726212
15862	192	1439	0.1679218
1182	16264	2826	0.2708721
394	270	5673	0.0256745
1681	722	2773	0.1246433
33910	13682	1713	0.2262068
1646	15200	142	0.1893549
79925	33976	9854	0.0566671
45374	24244	12765	0.2870118
461	22842	454	0.0474185
3373	94283	51026	0.0590477
1574	10289	485	0.1074831
3442	133	3354	0.1438152
39854	741	69575	0.0379712
62502	11337	41703	0.2330257
41835	6302	1052	0.0598469
482	2998	100	0.00053933
17175	55140	37188	0.015097
20989	2078	52585	0.1092184
34331	231	26279	0.0836761
24319	1256	18766	0.0572426
81214	156	35041	0.2058341
5028	425	73993	0.0658428
132	823	801	0.1377062
449	2455	740	0.0104964
29970	210	4520	0.0700136
548	266	14614	0.2028049
912	44499	684	0.0737557
225	9794	28910	0.1963119
4739	127	49510	0.2306136
667	4081	13670	0.2129956
183	17704	3131	0.1621856
378	19701	8460	0.0507638
25339	59055	100	0.1648398
557	191	1292	0.0946514
3299	27425	23101	0.2395275
63790	1812	3331	0.0993876
447	4525	76087	0.2030587
648	3759	1505	0.1969053
828	7655	499	0.2091032
47893	7627	825	0.0013687
1348	2494	2365	0.0957825
15354	1594	275	0.0681827
28545	1093	26596	0.1793836
629	363	896	0.1295726
2135	40906	838	0.1487217
41135	110	38990	0.2390117
4378	4024	188	0.2788269
1247	81039	320	0.0836574
96077	2111	93422	0.1010918
288	916	110	0.2355158
211	186	1280	0.2324656
9138	1356	23883	0.1528408
174	12411	6554	0.2892008
611	1018	32184	0.0293376
2596	112	971	0.1175322
553	30095	436	0.0100383
516	14299	485	0.1474273
3979	66049	8272	0.2801152
23396	6753	46845	0.2722212
18146	3827	76290	0.1347937
154	167	6322	0.2920825
14638	1065	157	0.2882237
409	653	211	0.1985192
23024	166	273	0.0524977
794	18954	45080	0.2238681
7477	623	4425	0.1894706
8007	3902	1233	0.0865416
6958	3020	125	0.1532111
27385	148	709	0.1758008
130	262	46009	0.0187902
1798	2563	6611	0.2361098
883	1325	1429	0.0474446
84333	1200	4276	0.1393366
55014	2525	1781	0.1658208
613	4252	11744	0.040749
815	59905	165	0.0423856
36324	8230	146	0.000109423
18857	20655	23429	0.0425917
22475	3755	405	0.0480384
1134	175	440	0.0245309
636	29003	6245	0.1434998
370	208	2054	0.2013661
409	8621	3918	0.0115218
1390	222	657	0.0829029
11407	176	5669	0.0465739
116	815	67689	0.2680693
188	14745	39606	0.1305483
681	853	221	0.1774032
1039	136	6522	0.0796002
4307	74399	40338	0.1731165
72151	83036	1768	0.1809742
17667	2871	393	0.2671019
1990	2747	763	0.2749166
25711	51621	79400	0.2029612
2791	4585	41745	0.2772892
4847	2761	25582	0.1880875
11949	4718	7372	0.2333528
1260	22908	171	0.2386158
8844	206	38293	0.0318682
3173	131	60376	0.1246078
528	863	4840	0.1060566
17604	8022	23232	0.2135746
1139	138	8479	0.2300672
5901	176	3144	0.0472089
938	857	16850	0.1928504
90497	300	77651	0.0052884
520	88351	1159	0.1349562
293	989	46081	0.2310085
402	30203	699	0.2384813
46797	14528	241	0.1605246
502	860	127	0.2172127
25314	57007	31333	0.1893788
39669	43341	17963	0.0151937
44717	6100	3824	0.1412731
214	16025	164	0.2860799
17143	159	5654	0.2451652
27498	985	15622	0.2598809
695	5515	946	0.207881
2160	38878	47218	0.28047
671	1272	2953	0.2303391
41141	7235	1359	0.0606415
5772	28818	361	0.1152815
109	70925	155	0.0071413
2088	4382	425	0.1622426
39819	328	31478	0.2598665
8486	2461	265	0.0295066
105	248	10433	0.2044065
105	13270	716	0.217912
14590	231	46746	0.216269
7655	129	6644	0.081689
2475	4748	126	0.1243684
64996	38447	4522	0.1039477
36905	19020	611	0.1783156
1204	22255	2807	0.0435161
49592	586	864	0.2598708
376	279	21395	0.2223854
2865	3269	93457	0.0076197
6743	1107	92698	0.1560618
891	165	6491	0.0145556
204	1191	7026	0.2587464
500	1778	1280	0.042526
3525	255	70598	0.2940215
8092	1429	15562	0.180778
1913	600	707	0.2833012
532	76207	26996	0.2667332
18813	379	15586	0.2979625
3799	34369	473	0.0655557
631	1097	385	0.2755199
7248	60449	255	0.176791
14629	3565	2366	0.1624162
613	122	441	0.2161525
5886	24419	23327	0.0970479
4355	18889	29498	0.2654845
188	640	10025	0.0944292
24540	2118	104	0.2779289
1749	1979	3682	0.0283896
